"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","Cash change CashFlowActivity avai. not availab. columns","CR Incasari de la fondatori din operatiuni de capital","0","0","1","0","0"
"","Counterparty catalog Country filling check","Counterparty catalog Country filling check","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""Assembly""","0","0","1","0","0"
"","Check must be filled:Description/SKU/Code of customs/Unit/Income and expense","Products Packing","0","0","1","0","0"
"","Y_002 Department functional option check","Payment Request Ingoing False","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Cash receipt","0","0","1","0","0"
"","ReportIncoming VAT display Document","Purchase Invoice","0","0","1","0","0"
"","Main menu > click open","Incoming VAT journal","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""TaxAuthorities""","0","0","1","0","0"
"","CustomsDeclaration Vat filter import","Customs Declaration","0","0","1","0","0"
"","Documents generate on","IIC  generate InventoryItemsWriteOffFromCommissioning","0","0","1","0","0"
"","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","SI_SR  2 case","1","0","0","0","0"
"","Main menu > click open","Outgoing VAT journal","0","0","1","0","0"
"","101 Change Fixed Assets Parameters","Fixed Assets Reconciliation and Fixed Assets Write Off","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Locations""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""ChecksKinds""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""BusinessCalendars""","0","0","1","0","0"
"","Documents generate on","list P i generate OffbalanceAccounts","1","0","0","0","0"
"","Work Document Cash Payment > changes Cash flow activities","CP > Plati in avans (Contract /Proforma) la furnizori de servicii  (Val)","0","0","1","0","0"
"","Rapoarte Contabile","Opening Rapoart Balanta de verificare","0","0","1","0","0"
"","Main menu > click open","Routine operations of closing month","0","0","1","0","0"
"","210 Catalogs new item creation","Taxes catalog","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""InventoryTransfer""","0","0","1","0","0"
"NonPayer","030 Purchase order create and generate Purchase invoice","Related documents check","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""GeneralJournalEntry""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""TaxAuthorities""","0","0","1","0","0"
"","Rapoarte Contabile","Opening Rapoart Analyza Contului","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""ChangeIntangibleAssetsParameters""","0","0","1","0","0"
"","BD available not available columns","BP Plati la stat (Impozitul pe venit)","0","0","1","0","0"
"","Document mark/unmark for deletion","Purchase Invoice","0","0","1","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","Vat payer status","0","0","1","0","0"
"","BankReceipt change cash flow activity","BR> Incasari Numerar de la Magazine / Puncte de comerț Amanunt  (Cantitativ)","0","0","1","0","0"
"","ReportIncoming VAT display Document","Accounting Documents","0","0","1","0","0"
"","Main menu > click open","Fixed assets book","0","0","1","0","0"
"","Retail operations","GoodsWriteOffFromRetail Not Post","1","0","0","0","0"
"","Check must be filled:Description/SKU/Code of customs/Unit/Income and expense","Products Advance expenses","0","0","1","0","0"
"","Check currency conversion for EU resident","deletion all","0","0","1","0","0"
"","Settlements Adjustment check list Document","Settlements Adjustment DR/ Notice of entry 408.1 KR/ 418.1 Exit notice","1","0","0","0","0"
"","Y_002 Department functional option check","Report Details book of materials etc False","0","0","1","0","0"
"","Purchase Invoices generate documents","Purchase Invoices generate Expense report","0","0","1","0","0"
"","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","Sales Invoice> 2 Sales Return","1","0","0","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""DocumentTypes""","0","0","1","0","0"
"","Cash change CashFlowActivity avai. not availab. columns","CP Plati la stat (Vama)","0","0","1","0","0"
"","VAT rates selection check","EU member Additional expenses","0","0","1","0","0"
"","Chief accountant profile check","Access group profile creation","1","0","0","0","0"
"","Docs create SAve OPen Close","Payment Request Ingoing","0","0","1","0","0"
"","VAT rates selection check","VAT payer on encashment NoticeOfEntry","0","0","1","0","0"
"","Y_002 Department functional option check","Report Account records journal True","0","0","1","0","0"
"","Purchase Invoices generate documents","Purchase Invoice","0","0","1","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","AIR generate Purchase Invoice 2","1","0","0","0","0"
"","Documents generate on","Physical inventory generate","1","0","0","0","0"
"","Intangible assets","Intangible assets book","1","0","0","0","0"
"","MainMenu","Contabilitate_Rapoarte","1","0","0","0","0"
"","Work Document Bank Payment > changes Cash flow activities","Bank Payment > changes Cash flow activities 409.4","0","0","1","0","0"
"","Y_002 Department functional option check","Inventory Items Commissioning False","0","0","1","0","0"
"","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","AdvancedInvoiceIssued  1 case","0","0","1","0","0"
"","Documents generate on","list Sales retorn  generate CashPayment","1","0","0","0","0"
"","Rapoarte Contabile","Opening Rapoart Balanta de verificare pe Cont","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""CustomsDeclaration""","0","0","1","0","0"
"","Set Advanced income Write off Parameters","Create Advanced Expences","0","0","1","0","0"
"","Document mark/unmark for deletion","Change Fixed Assets Parameters","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""PrintFormsLanguages""","0","0","1","0","0"
"","070 Expense report","Payment by fiscal receipt","0","0","1","0","0"
"","Y_002 Department functional option check","Department catalog non availability","0","0","1","0","0"
"","E-Transport filling check","Operation types list check","0","0","1","0","0"
"","E-factura","Create a Purchase invoice","1","0","0","0","0"
"","Main menu > click open","Sales invoices","0","0","1","0","0"
"","Inventory Items commissioning","Data preparation Purchase invoice","0","0","1","0","0"
"","Purchase invoice for different goods kind","PI for Materiale de ambalat","0","0","1","0","0"
"","Inventory write offs","Inventory write offs","0","0","1","0","0"
"","Documents generate on","SalesOrder button generate document","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""AdditionalExpenses""","0","0","1","0","0"
"","Purchase Invoices generate documents","Purchase Invoices generate Inventory items commissioning","0","0","1","0","0"
"","MainMenu","Bank și casa","0","0","1","0","0"
"NonPayer","030 Purchase order create and generate Purchase invoice","Purchase Invoice generate","1","0","0","0","0"
"","001 Smoke Tests Catalogs","List form opening ""TypeOfIntangibleOrTangibileAssets""","0","0","1","0","0"
"","Check work Customs Declaration","Create Purchase Invoice","0","0","1","0","0"
"","Retail operations","Company Non Payer","1","0","0","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Peripherals""","0","0","1","0","0"
"","Y_002 Department functional option check","Set Departments functional option OFF","0","0","1","0","0"
"","discounts in sales invoice","Sales Invoice Comercian discounts","1","0","0","0","0"
"","002 Smoke tests documents","List form opening ""CashPayment""","0","0","1","0","0"
"","Purchase order generation on","Cash payment generation","1","0","0","0","0"
"","Check work Customs Declaration","Create CustomsDeclaration >Purchase Invoice>button named ""FillByBasis""","1","0","0","0","0"
"","Documents Bank> Button Add","Data preparation","0","0","1","0","0"
"","Main menu > click open","Opening balances","0","0","1","0","0"
"","Main menu > click open","Intangible asset card","0","0","1","0","0"
"","Docs create SAve OPen Close","Cash Payment","0","0","1","0","0"
"","BD available not available columns","BP Plati la salariati","0","0","1","0","0"
"","Accounting reports detailing check","Analysis By Dimension","0","0","1","0","0"
"","130 Advanced invoice issued","Advanced invoice issued EUR","0","0","1","0","0"
"","Work Document Cash Payment > changes Cash flow activities","AdvancedInvoiceReceived","0","0","1","0","0"
"","Y_002 Department functional option check","Advanced Invoice Issued","0","0","1","0","0"
"","Document mark/unmark for deletion","Advanced Invoice Received","0","0","1","0","0"
"","Main menu > click open","FixedAssetCard","0","0","1","0","0"
"","015 Accounting items creating","Create a Product","1","0","0","0","0"
"","Documents Bank> Button Add","Cash Payment button Add","0","0","1","0","0"
"","Y_002 Department functional option check","Report AccountTurnover False","0","0","1","0","0"
"","Documents generate on","PI generate ChangeIntangibleAssetsParameter","1","0","0","0","0"
"","001 Smoke Tests Catalogs","List form opening ""GroupsOfVATRates""","0","0","1","0","0"
"","040 Bank receipt document create","Obtinere credit de la banca","1","0","0","0","0"
"","Check must be filled:Description/SKU/Code of customs/Unit/Income and expense","Products Inventory items","0","0","1","0","0"
"","Documents generate on","SalesOrder button generate BankReceipt","1","0","0","0","0"
"","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","Data preparation","0","0","1","0","0"
"","MainMenu","Contabilitate_Procesări","0","0","1","0","0"
"","BankReceipt change cash flow activity","BR> Incasari din difrente de curs pozitive","0","0","1","0","0"
"","Individuals","Individual creation","0","0","1","0","0"
"","040 Bank receipt document create","Bank receipt Incasare de la Client","0","0","1","0","0"
"","Check currency conversion for EU resident","Sales Return EUR","1","0","0","0","0"
"","Documents generate on","list SalesOrder button generate BankReceipt","1","0","0","0","0"
"","Check must be filled:Description/SKU/Code of customs/Unit/Income and expense","Products Intangible assets","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""InventoryWriteOff""","0","0","1","0","0"
"","Chief accountant profile check","Menu availability","0","0","1","0","0"
"","Import VAT codes from file","Import VAT codes from file","0","0","1","0","0"
"","040 Bank receipt document create","Preparation create a Country","0","0","1","0","0"
"","Check must be filled:Description/SKU/Code of customs/Unit/Income and expense","Products Item>Tab VAT rates filter Purchase and sales","0","0","1","0","0"
"","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","AdvancedInvoiceIssued for SI 1","1","0","0","0","0"
"","Y_002 Department functional option check","Report Details book of materials etc True","0","0","1","0","0"
"","Catalog Locations>click button Set Default","Catalog Locations","0","0","1","0","0"
"","Documents generate on","PI generate SalesInvoice","0","0","1","0","0"
"","Work Document Bank Payment > changes Cash flow activities","Bank Payment > changes Cash flow activities 457","0","0","1","0","0"
"","070 Expense report","Expense report 2","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Purchase Invoice and sales Invoice EUR","1","0","0","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Individuals""","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""AdvancedInvoiceReceived""","0","0","1","0","0"
"","070 Expense report","Cash payment Advance to the accountable person","0","0","1","0","0"
"","Retail operations","Settings Enterprise","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""VATCodeClassifier""","1","0","0","0","0"
"","Y_002 Department functional option check","Payment Request Outgoing False","0","0","1","0","0"
"","Documents generate on","AdvanceReport button generate document","0","0","1","0","0"
"","Y_002 Department functional option check","Cash Receipt True","0","0","1","0","0"
"","Y_002 Department functional option check","Department catalog availability","0","0","1","0","0"
"","Y_002 Department functional option check","Fixed Assets Write Off False","0","0","1","0","0"
"","Cash change CashFlowActivity avai. not availab. columns","CP Plati servicii bancare","0","0","1","0","0"
"","Documents generate on","list/Document PO generate Advanced Invoice Received","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Users""","0","0","1","0","0"
"","Sales Invoice generate documents","SalesOrder generate Bank Receipt","1","0","0","0","0"
"","VAT calculation check","Preparation","0","0","1","0","0"
"","Set Advanced income Write off Parameters","Set Advanced income Write off Parameters","0","0","1","0","0"
"","012 Counterparties creation","Create a foreign counterparty","0","0","1","0","0"
"","Discounts in Purchase Invoice","Purchase Invoice Financial not item","1","0","0","0","0"
"","MainMenu","Vânzări en gros","1","0","0","0","0"
"","001 Smoke Tests Catalogs","List form opening ""CommonAddIns""","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Settlements Adjustment DR/ 401.1 KR/ 411.1","1","0","0","0","0"
"","Documents Bank> Button Add","Data preparation Contracts and PurchaseInvoice","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""AdvanceReport""","0","0","1","0","0"
"","Check currency conversion for EU resident","Bank Payment in Yen","1","0","0","0","0"
"","020 Opening balance create","Opening balance for intangible asset","0","0","1","0","0"
"","Sales Invoice generate documents","Sales Invoice generate Sales return","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Bank Receipt EUR 419.2 avansa","0","0","1","0","0"
"","Set Advanced Expenses Write off Parameters","Check Advanced expenses write off last month","0","0","1","0","0"
"","Chief accountant profile check","Access group creation","1","0","0","0","0"
"","Main menu > click open","Set advanced expenses write-off parameters","0","0","1","0","0"
"","Check must be filled:Description/SKU/Code of customs/Unit/Income and expense","Products Other","0","0","1","0","0"
"","Cash / Bank Documents added Base Document","Data preparation","0","0","1","0","0"
"","PI gener on AIR/SI gener on AII","Advanced invoice received generate","0","0","1","0","0"
"","100 Fixed and intangible assets","Create catalog TypeOfIntangibleOrTangibileAssets objects","0","0","1","0","0"
"","Settlements Adjustment check list Document","Exit notice","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""SetAdvancedIncomeWriteoffParameters""","0","0","1","0","0"
"","BD available not available columns","BP Plata Dividende  proprietarilor","0","0","1","0","0"
"","Check currency conversion for EU resident","Sales Invoice EUR","1","0","0","0","0"
"","Sales Invoice generate documents","Purchase Invoice for SI","0","0","1","0","0"
"","Set Advanced Expenses Write off Parameters","Opening balance creation","0","0","1","0","0"
"","Documents generate on","list SI generate BankReceipt","0","0","1","0","0"
"","001 Main Department creation check","Main Department creation check","0","0","1","0","0"
"","Goods Transfer To Retail check DR/CR","preparation  Companies","0","0","1","0","0"
"","E-factura","Create an Advanced invoice received","0","0","1","0","0"
"","Inventory Items commissioning","Inventory item in commissioning write off","0","0","1","0","0"
"","Main menu > click open","OpeningBalanceForFixed and IntangibleAssets","0","0","1","0","0"
"","004_QuickSettings","Quick settings","1","0","0","0","0"
"","discounts in sales invoice","Sales Invoice in EUR","1","0","0","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","Advanced invoice received First case","0","0","1","0","0"
"","220 Sales invoice and Sales return","Sales invoice for individual Romania","1","0","0","0","0"
"","Settlements Adjustment >DR/CR","SA","0","0","1","0","0"
"","Intangible assets","Print","1","0","0","0","0"
"","002 Smoke tests documents","Object form opening ""CashPayment""","0","0","1","0","0"
"","Work Document Bank Payment > changes Cash flow activities","Create Bank Payment cash flow activity 409.1","0","0","1","0","0"
"","Docs create SAve OPen Close","Intangible Assets Write Off","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""HardwareDrivers""","0","0","1","0","0"
"","Documents generate on","AdvanceReport  generate CashReceipt","0","0","1","0","0"
"","Y_002 Department functional option check","Report TrialBalanceByAccount True","0","0","1","0","0"
"","140 Advanced invoice received","Advanced invoice received RON","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""CustomsClassifier""","1","0","0","0","0"
"","Sales order and Sales invoice creating","Bank receipt generate on Sales invoice","0","0","1","0","0"
"","BD available not available columns","BP Plati servicii bancare","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""PurchaseOrder""","0","0","1","0","0"
"","Docs create SAve OPen Close","Change Intangible Assets Parameters","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Series""","0","0","1","0","0"
"","Main menu > click open","Income and Expense items","0","0","1","0","0"
"","Docs create SAve OPen Close","Additional Expenses","0","0","1","0","0"
"","Set Advanced Expenses Write off Parameters","Set Advanced Expenses Write off Parameters By monthes","0","0","1","0","0"
"","015 Accounting items creating","Create an Inventory item","0","0","1","0","0"
"","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","Advanced Invoice Issued 7-1","0","0","1","0","0"
"","Documents generate on","list AdditionalExpenses generate CashPayment","0","0","1","0","0"
"","Settlements Adjustment check list Document","Bank Payment","0","0","1","0","0"
"","Cash / Bank Documents added Base Document","CashPayment select Purchase Invoice","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Bank PaymentW","0","0","1","0","0"
"","Work Document Cash Payment > changes Cash flow activities","CashPayment > Plati la stat (TVA)","0","0","1","0","0"
"","070 Expense report","Preparation add cash flow activities 623","0","0","1","0","0"
"","Accounting reports detailing check","Universal report","1","0","0","0","0"
"","Check currency conversion for EU resident","Purchase Invoice  in EUR","0","0","1","0","0"
"","Payment request ingoing","Payment request ingoing (Bank check)","1","0","0","0","0"
"","Add to Catalog VAT Rates cod Vat","VAT Code Classifier check Reverse charge","0","0","1","0","0"
"","Retail operations","Set Trade Allowances button Add","0","0","1","0","0"
"","PI gener on AIR/SI gener on AII","Purchase Invoice  Ship from","0","0","1","0","0"
"","Documents generate on","InventoryItemsCommissioning button generate document","0","0","1","0","0"
"","Documents generate on","list Advanced Invoice Received generate BankPayment","0","0","1","0","0"
"","Individuals","Legal documents","0","0","1","0","0"
"","Y_002 Department functional option check","Fixed Assets Write Off True","0","0","1","0","0"
"","080 Cash receipt creating","Cash receipt creating","1","0","0","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Departments""","0","0","1","0","0"
"","Y_002 Department functional option check","Inventory Reconciliation Fact True","0","0","1","0","0"
"","Check currency conversion for EU resident","Sales Return YEN","1","0","0","0","0"
"","Documents generate on","Advanced Invoice Received generate BankReceipt","0","0","1","0","0"
"","Check currency conversion for EU resident","Purchase Return EUR","1","0","0","0","0"
"","Main menu > click open","Incoming VAT journal by groups","0","0","1","0","0"
"","Docs create SAve OPen Close","Set Advanced Expenses Write off Parameters","0","0","1","0","0"
"","BD available not available columns","BR  Incasari de la fondatori din operatiuni de capital","0","0","1","0","0"
"","Check currency conversion for EU resident","Sales Order EUR","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Bank Payment EUR","0","0","1","0","0"
"","AII_BR_AII(Return)","Data preparation","0","0","1","0","0"
"","Document mark/unmark for deletion","Assembly","0","0","1","0","0"
"","Retail operations","Create Products","0","0","1","0","0"
"","Documents generate on","Advanced Invoice Received generate BankPayment","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""ReportMailings""","0","0","1","0","0"
"","Main menu > click open","Cash book","0","0","1","0","0"
